,core_name,latitude,longitude,elevation,year,depth_to_550,depth_to_830,source,citation,region,FDM_point_index,FDM_latitude,FDM_longitude,FDM_rlat,FDM_rlon,FDM_depth_to_550,FDM_depth_to_830,Fit_R2,Fit_model,Fit_failed
348,,68.999,-45.0,,2016,7.736,7.507,SUMUP 2024,Graeter et al. (2018),Greenland,15126,68.9809,-45.0372,231,147,4.7,38.11,0.962,Logarithmic,0.0
349,,69.572,-45.346,,2016,10.332,6.989,SUMUP 2024,Graeter et al. (2018),Greenland,17186,69.5696,-45.3939,243,146,5.01,38.38,0.97,Logarithmic,0.0
350,,70.302,-44.564,,2016,9.913,,SUMUP 2024,Graeter et al. (2018),Greenland,19474,70.2581,-44.6186,256,153,6.94,42.57,0.984,Logarithmic,0.0
351,Camp Century (Core B62),77.171,-61.078,1887.0,2017,11.262,48.667,SUMUP 2024,"Colgan et al. (2018), Colgan (2021)",Greenland,45551,77.1283,-61.1173,411,98,7.68,47.3,0.982,Logarithmic,0.0
354,,66.985,-44.394,2361.0,2017,6.428,7.665,SUMUP 2024,MacFerrin et al. (2022),Greenland,9517,66.9953,-44.3981,191,147,6.14,40.07,0.979,Logarithmic,0.0
355,,66.478,-42.496,2372.0,2017,11.448,,SUMUP 2024,MacFerrin et al. (2022),Greenland,7947,66.4671,-42.4917,179,161,6.25,38.92,0.986,Logarithmic,0.0
356,,65.999,-44.502,2453.0,2017,5.506,,SUMUP 2024,MacFerrin et al. (2022),Greenland,6995,65.9847,-44.4807,171,144,6.27,40.03,0.981,Logarithmic,0.0
357,,66.473,-46.283,2126.0,2017,7.24,11.86,SUMUP 2024,MacFerrin et al. (2022),Greenland,8455,66.4949,-46.2676,183,131,2.93,31.12,0.911,Logarithmic,0.0
358,,66.473,-46.283,2126.0,2017,1.623,4.006,SUMUP 2024,MacFerrin et al. (2022),Greenland,8455,66.4949,-46.2676,183,131,2.93,31.12,0.911,Logarithmic,0.0
359,,69.876,-47.031,1936.0,2017,7.82,5.974,SUMUP 2024,MacFerrin et al. (2022),Greenland,18580,69.8936,-46.9875,251,136,3.74,34.4,0.945,Logarithmic,0.0
360,,75.626,-35.978,2664.0,2017,14.62,,SUMUP 2024,MacFerrin et al. (2022),Greenland,36269,75.5447,-35.9005,359,209,11.03,56.3,0.988,Logarithmic,0.0
361,,72.578,-38.469,3209.0,2017,11.495,,SUMUP 2024,MacFerrin et al. (2022),Greenland,26279,72.5475,-38.5003,299,195,10.23,54.45,0.99,Logarithmic,0.0
362,,69.852,-47.255,,2017,2.011,1.501,SUMUP 2024,Otosaka et al. (2020b),Greenland,18403,69.8284,-47.251,250,134,4.67,64.83,0.929,Logarithmic,0.0
363,,70.02,-46.306,,2017,1.813,1.761,SUMUP 2024,Otosaka et al. (2020b),Greenland,18943,70.0303,-46.3107,253,141,5.35,38.02,0.975,Logarithmic,0.0
364,,70.176,-45.345,,2017,4.969,2.315,SUMUP 2024,Otosaka et al. (2020b),Greenland,19297,70.1775,-45.333,255,148,6.57,41.05,0.984,Logarithmic,0.0
365,,71.079,-37.92,,2017,2.336,,SUMUP 2024,Otosaka et al. (2020b),Greenland,21617,71.0494,-37.9618,269,198,9.53,52.08,0.989,Logarithmic,0.0
366,,70.559,-46.731,,2017,4.405,5.36,SUMUP 2024,Lewis et al. (2019),Greenland,20803,70.5667,-46.7003,264,140,5.76,39.1,0.979,Logarithmic,0.0
367,,71.043,-47.224,,2017,16.536,,SUMUP 2024,Lewis et al. (2019),Greenland,22328,71.0449,-47.2387,274,138,6.21,40.31,0.983,Logarithmic,0.0
368,,71.926,-47.486,,2017,10.498,,SUMUP 2024,Lewis et al. (2019),Greenland,24928,71.8917,-47.5199,291,139,7.0,42.81,0.986,Logarithmic,0.0
369,,72.2,-49.4,,2017,11.133,,SUMUP 2024,Lewis et al. (2019),Greenland,26383,72.244,-49.3812,300,129,6.38,39.7,0.987,Logarithmic,0.0
370,,72.535,-50.017,,2017,11.816,,SUMUP 2024,Lewis et al. (2019),Greenland,27380,72.5076,-50.066,306,126,5.26,40.27,0.968,Logarithmic,0.0
371,,73.01,-50.131,,2017,9.613,,SUMUP 2024,Lewis et al. (2019),Greenland,28950,73.0175,-50.0854,316,128,5.61,40.38,0.977,Logarithmic,0.0
372,,73.831,-49.478,,2017,10.671,,SUMUP 2024,Lewis et al. (2019),Greenland,31503,73.8717,-49.4507,332,135,7.31,44.56,0.985,Logarithmic,0.0
373,,73.593,-47.197,,2017,12.46,,SUMUP 2024,Lewis et al. (2019),Greenland,30061,73.5273,-47.2367,323,146,8.27,47.32,0.988,Logarithmic,0.0
374,,72.999,-44.997,,2017,12.208,,SUMUP 2024,Lewis et al. (2019),Greenland,28038,72.9624,-45.027,310,157,9.06,50.05,0.988,Logarithmic,0.0
376,,66.865,-46.265,2060.0,2017,2.926,8.215,SUMUP 2024,Rennermalm et al. (2021),Greenland,9377,66.8484,-46.2718,190,132,2.51,29.94,0.9,Logarithmic,0.0
377,,66.865,-46.265,2060.0,2017,1.192,3.55,SUMUP 2024,Rennermalm et al. (2021),Greenland,9377,66.8484,-46.2718,190,132,2.51,29.94,0.9,Logarithmic,0.0
378,,66.478,-46.287,2112.0,2017,10.636,7.391,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,2.93,31.12,0.911,Logarithmic,0.0
379,,66.535,-45.959,2163.0,2017,6.85,9.94,SUMUP 2024,Rennermalm et al. (2021),Greenland,8589,66.5657,-45.9143,184,134,3.86,33.94,0.94,Logarithmic,0.0
380,,66.985,-44.395,2355.0,2017,4.175,6.591,SUMUP 2024,Rennermalm et al. (2021),Greenland,9517,66.9953,-44.3981,191,147,6.14,40.07,0.979,Logarithmic,0.0
381,2018-CP-30m,69.877,-47.011,,2018,15.904,10.799,SUMUP 2024,Harper and Humphrey (2023),Greenland,18580,69.8936,-46.9875,251,136,3.56,34.1,0.947,Logarithmic,0.0
382,2018-T5-30m,69.848,-47.274,,2018,12.509,8.535,SUMUP 2024,Harper and Humphrey (2023),Greenland,18403,69.8284,-47.251,250,134,4.55,64.57,0.932,Logarithmic,0.0
386,,66.983,-45.046,2266.0,2018,8.396,12.666,SUMUP 2024,Rennermalm et al. (2021),Greenland,9512,66.9654,-45.0306,191,142,5.04,37.69,0.968,Logarithmic,0.0
387,,66.478,-46.287,2112.0,2018,7.996,5.457,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,2.85,30.94,0.917,Logarithmic,0.0
388,,66.478,-46.287,2112.0,2018,4.035,3.004,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,2.85,30.94,0.917,Logarithmic,0.0
389,,66.478,-46.287,2112.0,2018,2.677,4.813,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,2.85,30.94,0.917,Logarithmic,0.0
390,,66.478,-46.287,2112.0,2018,4.117,4.432,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,2.85,30.94,0.917,Logarithmic,0.0
391,,66.478,-46.287,2112.0,2018,5.228,4.355,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,2.85,30.94,0.917,Logarithmic,0.0
396,DYE-2,66.481,-46.28,2100.0,2019,14.96,20.967,SUMUP 2024,GEUS snow and firn data (2023),Greenland,8455,66.4949,-46.2676,183,131,1.88,30.66,0.902,Logarithmic,0.0
397,,66.478,-46.289,2113.0,2019,6.787,6.936,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,1.88,30.66,0.902,Logarithmic,0.0
400,,66.983,-46.12,2056.0,2019,8.825,15.364,SUMUP 2024,Rennermalm et al. (2021),Greenland,9757,67.0112,-46.0753,193,134,1.75,31.04,0.905,Logarithmic,0.0
401,,66.985,-45.754,2128.0,2019,6.892,5.686,SUMUP 2024,Rennermalm et al. (2021),Greenland,9632,66.9757,-45.8049,192,136,2.4,33.27,0.925,Logarithmic,0.0
402,,66.984,-45.754,2135.0,2019,4.405,6.454,SUMUP 2024,Rennermalm et al. (2021),Greenland,9632,66.9757,-45.8049,192,136,2.4,33.27,0.925,Logarithmic,0.0
408,CP1_CP1 (Core 1),69.878,-46.997,2022.0,2021,0.638,1.038,SUMUP 2024,GEUS snow and firn data (2023),Greenland,18580,69.8936,-46.9875,251,136,3.3,33.28,0.951,Logarithmic,0.0
416,SDM_SDM (Core 1),63.149,-44.817,2896.0,2021,0.974,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,2406,63.1455,-44.8476,115,134,6.17,41.85,0.976,Logarithmic,0.0
417,SE-Dome II (X-ray),67.19,-36.47,3160.0,2021,11.12,87.454,SUMUP 2024,Kawakami et al. (2023),Greenland,9705,67.1966,-36.4715,192,209,7.6,44.81,0.989,Logarithmic,0.0
418,SE-Dome II (bulk),67.19,-36.47,3160.0,2021,10.217,160.208,SUMUP 2024,Kawakami et al. (2023),Greenland,9705,67.1966,-36.4715,192,209,7.6,44.81,0.989,Logarithmic,0.0
423,2022-T4-25m,69.82,-47.451,,2022,6.671,16.273,SUMUP 2024,Harper and Humphrey (2022),Greenland,18577,69.8696,-47.4177,251,133,2.56,28.8,0.929,Logarithmic,0.0
424,GC-Net_CEN2 (Therm Core),77.182,-61.115,1891.0,2022,2.01,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,45551,77.1283,-61.1173,411,98,7.66,47.26,0.984,Logarithmic,0.0
425,GC-Net_CP1 (Mast Core),69.872,-47.038,1932.0,2022,1.233,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,18580,69.8936,-46.9875,251,136,3.65,33.19,0.957,Logarithmic,0.0
426,GC-Net_CP1 (Therm Core),69.872,-47.038,1932.0,2022,4.391,6.42,SUMUP 2024,GEUS snow and firn data (2023),Greenland,18580,69.8936,-46.9875,251,136,3.65,33.19,0.957,Logarithmic,0.0
427,GC-Net_DYE-2 (Therm Core),66.482,-46.291,2165.0,2022,4.871,8.54,SUMUP 2024,GEUS snow and firn data (2023),Greenland,8455,66.4949,-46.2676,183,131,3.02,30.45,0.933,Logarithmic,0.0
428,GC-Net_NASA-E (Therm Core),75.002,-29.98,2629.0,2022,9.279,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,34693,74.9779,-29.9674,350,240,10.26,53.87,0.987,Logarithmic,0.0
429,GC-Net_Tunu-N (Therm Core),78.019,-33.963,2079.0,2022,5.419,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,45048,77.9777,-33.9168,408,216,9.26,53.55,0.98,Logarithmic,0.0
431,Nanok_PIT 08,66.324,-45.742,2238.0,2022,0.369,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,7921,66.325,-45.7045,179,135,4.29,35.07,0.964,Logarithmic,0.0
432,2023-CP-11m,69.875,-47.007,,2023,5.012,,SUMUP 2024,Harper and Humphrey (2023),Greenland,18580,69.8936,-46.9875,251,136,3.33,33.46,0.955,Logarithmic,0.0
433,2023-CP-25m,69.876,-47.006,,2023,14.074,3.525,SUMUP 2024,Harper and Humphrey (2023),Greenland,18580,69.8936,-46.9875,251,136,3.33,33.46,0.955,Logarithmic,0.0
434,2023-T4-10m,69.82,-47.453,,2023,7.069,4.984,SUMUP 2024,Harper and Humphrey (2023),Greenland,18577,69.8696,-47.4177,251,133,2.19,28.88,0.924,Logarithmic,0.0
435,2023-T5-25m,69.848,-47.274,,2023,6.987,10.781,SUMUP 2024,Harper and Humphrey (2023),Greenland,18403,69.8284,-47.251,250,134,3.93,64.24,0.936,Logarithmic,0.0
436,GC-Net_CP1_2023_core,69.872,-47.038,1932.0,2023,6.326,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,18580,69.8936,-46.9875,251,136,3.33,33.46,0.955,Logarithmic,0.0
437,GC-Net_DY2_2023_core,66.482,-46.291,2165.0,2023,9.125,7.915,SUMUP 2024,GEUS snow and firn data (2023),Greenland,8455,66.4949,-46.2676,183,131,2.36,30.96,0.918,Logarithmic,0.0
439,GC-Net_NAE_2023_core,75.002,-29.98,2628.0,2023,9.053,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,34693,74.9779,-29.9674,350,240,10.16,53.96,0.986,Logarithmic,0.0
440,GC-Net_NAU_2023_core,73.841,-49.534,2339.0,2023,8.35,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,31339,73.8128,-49.591,331,134,7.09,44.05,0.985,Logarithmic,0.0
441,GC-Net_NSE_2023_core,66.478,-42.493,2389.0,2023,6.872,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,7947,66.4671,-42.4917,179,161,5.62,38.78,0.978,Logarithmic,0.0
442,GC-Net_SDL_2023_core,66.0,-44.503,2473.0,2023,7.403,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,6995,65.9847,-44.4807,171,144,5.37,39.99,0.974,Logarithmic,0.0
443,GC-Net_SDM_2023_core,63.149,-44.817,2896.0,2023,8.745,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,2406,63.1455,-44.8476,115,134,5.77,41.95,0.973,Logarithmic,0.0
444,GC-Net_TUN_2023_core,78.019,-33.963,2079.0,2023,9.084,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,45048,77.9777,-33.9168,408,216,8.93,53.69,0.976,Logarithmic,0.0
445,,69.939,-46.565,,2023,12.585,14.542,SUMUP 2024,Harper and Humphrey (2023),Greenland,18583,69.9166,-46.5563,251,139,4.33,36.08,0.97,Logarithmic,0.0
446,GC-Net_CEN_core,77.182,-61.116,1893.0,2024,9.444,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,45551,77.1283,-61.1173,411,98,7.55,47.53,0.981,Logarithmic,0.0
447,GC-Net_CEN_snowpit,77.182,-61.116,1893.0,2024,1.404,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,45551,77.1283,-61.1173,411,98,7.55,47.53,0.981,Logarithmic,0.0
448,GC-Net_CP1_core,69.871,-47.043,1948.0,2024,8.271,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,18580,69.8936,-46.9875,251,136,3.33,33.46,0.955,Logarithmic,0.0
449,GC-Net_CP1_snowpit,69.871,-47.043,1948.0,2024,1.3,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,18580,69.8936,-46.9875,251,136,3.33,33.46,0.955,Logarithmic,0.0
450,GC-Net_DY2_S1_core,66.483,-46.294,,2024,6.515,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,8455,66.4949,-46.2676,183,131,2.36,30.96,0.918,Logarithmic,0.0
451,GC-Net_DY2_S2_core,66.483,-46.294,,2024,3.128,8.998,SUMUP 2024,GEUS snow and firn data (2023),Greenland,8455,66.4949,-46.2676,183,131,2.36,30.96,0.918,Logarithmic,0.0
452,GC-Net_EGP_snowpit_2,75.628,-35.968,2669.0,2024,0.27,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,36444,75.5947,-35.8951,360,209,11.15,56.81,0.987,Logarithmic,0.0
453,GC-Net_HUM_core,78.529,-56.845,1969.0,2024,9.321,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,49426,78.5357,-56.8203,431,125,7.22,51.22,0.972,Power law,0.0
455,GC-Net_NEM_core,77.441,-51.084,2454.0,2024,9.499,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,43942,77.4159,-51.0931,403,142,9.44,53.27,0.988,Logarithmic,0.0
456,GC-Net_NSE_S1_core,66.478,-42.493,,2024,7.797,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,7947,66.4671,-42.4917,179,161,5.62,38.78,0.978,Logarithmic,0.0
457,GC-Net_SDL_S1_core,66.0,-44.502,,2024,12.371,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,6995,65.9847,-44.4807,171,144,5.37,39.99,0.974,Logarithmic,0.0
458,GC-Net_SDM_S2_core,63.149,-44.817,2895.0,2024,9.756,,SUMUP 2024,GEUS snow and firn data (2023),Greenland,2406,63.1455,-44.8476,115,134,5.77,41.95,0.973,Logarithmic,0.0
